filename,cls,xymin,xymax,names
ILSVRC2012_val_00046433,n01983481,"(142, 233)","(327, 317)","American lobster, Northern lobster, Maine lobster, Homarus americanus"
ILSVRC2012_val_00046432,n02090379,"(0, 41)","(300, 462)",redbone
ILSVRC2012_val_00046431,n04152593,"(228, 77)","(499, 298)","screen, CRT screen"
ILSVRC2012_val_00046430,n01630670,"(1240, 589)","(1680, 1400)","common newt, Triturus vulgaris"
ILSVRC2012_val_00046429,n04507155,"(29, 2)","(453, 350)",umbrella
ILSVRC2012_val_00046428,n04550184,"(3, 3)","(1596, 1197)","wardrobe, closet, press"
ILSVRC2012_val_00046427,n01641577,"(29, 141)","(208, 266)","bullfrog, Rana catesbeiana"
ILSVRC2012_val_00046426,n02909870,"(207, 111)","(444, 332)","bucket, pail"
ILSVRC2012_val_00046425,n02268443,"(39, 9)","(483, 388)","dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
ILSVRC2012_val_00046424,n03769881,"(31, 65)","(464, 333)",minibus
ILSVRC2012_val_00046423,n02109961,"(11, 7)","(398, 498)","Eskimo dog, husky"
ILSVRC2012_val_00046422,n01592084,"(72, 138)","(347, 442)",chickadee
ILSVRC2012_val_00046421,n04254120,"(294, 245)","(346, 349)",soap dispenser
ILSVRC2012_val_00046420,n02090622,"(194, 34)","(357, 332)","borzoi, Russian wolfhound"
ILSVRC2012_val_00046419,n03929660,"(11, 139)","(220, 330)","pick, plectrum, plectron"
ILSVRC2012_val_00046418,n04462240,"(0, 0)","(499, 374)",toyshop
ILSVRC2012_val_00046417,n02259212,"(94, 114)","(422, 274)",leafhopper
ILSVRC2012_val_00046416,n03788195,"(95, 110)","(436, 311)",mosque
ILSVRC2012_val_00046415,n01592084,"(29, 43)","(450, 369)",chickadee
ILSVRC2012_val_00046414,n03992509,"(1, 176)","(444, 486)",potter's wheel
ILSVRC2012_val_00046413,n02423022,"(110, 137)","(233, 227)",gazelle
ILSVRC2012_val_00046412,n02279972,"(123, 132)","(191, 228)","monarch, monarch butterfly, milkweed butterfly, Danaus plexippus"
ILSVRC2012_val_00046411,n04562935,"(116, 0)","(409, 371)",water tower
ILSVRC2012_val_00046410,n01798484,"(57, 7)","(266, 190)","prairie chicken, prairie grouse, prairie fowl"
ILSVRC2012_val_00046409,n03527444,"(34, 99)","(351, 300)",holster
ILSVRC2012_val_00046408,n02012849,"(32, 52)","(315, 443)",crane
ILSVRC2012_val_00046407,n01677366,"(48, 8)","(499, 373)","common iguana, iguana, Iguana iguana"
ILSVRC2012_val_00046406,n03873416,"(313, 108)","(328, 239)","paddle, boat paddle"
ILSVRC2012_val_00046405,n07715103,"(62, 23)","(272, 201)",cauliflower
ILSVRC2012_val_00046404,n04461696,"(54, 0)","(499, 374)","tow truck, tow car, wrecker"
ILSVRC2012_val_00046400,n03970156,"(287, 57)","(447, 154)","plunger, plumber's helper"
ILSVRC2012_val_00046399,n02107312,"(8, 33)","(345, 310)",miniature pinscher
ILSVRC2012_val_00046398,n02096585,"(50, 112)","(271, 409)","Boston bull, Boston terrier"
ILSVRC2012_val_00046397,n03657121,"(144, 290)","(228, 366)","lens cap, lens cover"
ILSVRC2012_val_00046396,n04370456,"(47, 42)","(335, 440)",sweatshirt
ILSVRC2012_val_00046395,n02395406,"(10, 49)","(327, 332)","hog, pig, grunter, squealer, Sus scrofa"
ILSVRC2012_val_00046394,n03791053,"(85, 64)","(319, 280)","motor scooter, scooter"
ILSVRC2012_val_00046393,n01514668,"(0, 0)","(382, 374)",cock
ILSVRC2012_val_00046392,n03633091,"(75, 259)","(493, 374)",ladle
ILSVRC2012_val_00046391,n02396427,"(77, 128)","(391, 310)","wild boar, boar, Sus scrofa"
ILSVRC2012_val_00046390,n02112706,"(115, 66)","(372, 387)",Brabancon griffon
ILSVRC2012_val_00046389,n01744401,"(218, 120)","(333, 374)","rock python, rock snake, Python sebae"
ILSVRC2012_val_00046388,n02119022,"(117, 2)","(249, 158)","red fox, Vulpes vulpes"
ILSVRC2012_val_00046387,n02951358,"(0, 179)","(202, 268)",canoe
ILSVRC2012_val_00046386,n03721384,"(0, 145)","(288, 321)","marimba, xylophone"
ILSVRC2012_val_00046385,n03902125,"(254, 256)","(458, 660)","pay-phone, pay-station"
ILSVRC2012_val_00046384,n01773797,"(79, 116)","(374, 289)","garden spider, Aranea diademata"
ILSVRC2012_val_00046383,n02730930,"(29, 4)","(475, 428)",apron
ILSVRC2012_val_00046382,n03930313,"(2, 157)","(495, 339)","picket fence, paling"
ILSVRC2012_val_00046381,n03930313,"(0, 7)","(330, 491)","picket fence, paling"
ILSVRC2012_val_00046380,n01806143,"(67, 47)","(467, 336)",peacock
ILSVRC2012_val_00046379,n06596364,"(21, 16)","(334, 473)",comic book
ILSVRC2012_val_00046378,n03133878,"(14, 2)","(491, 374)",Crock Pot
ILSVRC2012_val_00046377,n02799071,"(131, 104)","(322, 293)",baseball
ILSVRC2012_val_00046376,n03075370,"(0, 0)","(499, 333)",combination lock
ILSVRC2012_val_00046375,n07875152,"(72, 28)","(387, 358)",potpie
ILSVRC2012_val_00046374,n07742313,"(0, 236)","(338, 564)",Granny Smith
ILSVRC2012_val_00046373,n03000247,"(15, 24)","(254, 345)","chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
ILSVRC2012_val_00046372,n02277742,"(108, 34)","(341, 291)","ringlet, ringlet butterfly"
ILSVRC2012_val_00046371,n04347754,"(0, 0)","(499, 332)","submarine, pigboat, sub, U-boat"
ILSVRC2012_val_00046370,n01755581,"(155, 137)","(397, 216)","diamondback, diamondback rattlesnake, Crotalus adamanteus"
ILSVRC2012_val_00046368,n04228054,"(207, 53)","(428, 309)",ski
ILSVRC2012_val_00046367,n01685808,"(42, 197)","(357, 284)","whiptail, whiptail lizard"
ILSVRC2012_val_00046366,n03355925,"(99, 52)","(126, 306)","flagpole, flagstaff"
ILSVRC2012_val_00046365,n02892767,"(141, 164)","(296, 303)","brassiere, bra, bandeau"
ILSVRC2012_val_00046364,n07875152,"(24, 61)","(447, 346)",potpie
ILSVRC2012_val_00046363,n07248320,"(0, 0)","(379, 498)","book jacket, dust cover, dust jacket, dust wrapper"
ILSVRC2012_val_00046362,n01877812,"(168, 122)","(334, 322)","wallaby, brush kangaroo"
ILSVRC2012_val_00046361,n03041632,"(56, 132)","(448, 266)","cleaver, meat cleaver, chopper"
ILSVRC2012_val_00046360,n04070727,"(0, 0)","(499, 373)","refrigerator, icebox"
ILSVRC2012_val_00046359,n03763968,"(77, 26)","(400, 498)",military uniform
ILSVRC2012_val_00046358,n03476991,"(38, 131)","(142, 446)",hair spray
ILSVRC2012_val_00046357,n03344393,"(215, 226)","(487, 344)",fireboat
ILSVRC2012_val_00046356,n01820546,"(259, 43)","(431, 498)",lorikeet
ILSVRC2012_val_00046354,n04372370,"(165, 157)","(250, 311)","switch, electric switch, electrical switch"
ILSVRC2012_val_00046353,n15075141,"(198, 312)","(265, 402)","toilet tissue, toilet paper, bathroom tissue"
ILSVRC2012_val_00046352,n03657121,"(80, 182)","(147, 244)","lens cap, lens cover"
ILSVRC2012_val_00046351,n03187595,"(13, 28)","(475, 498)","dial telephone, dial phone"
ILSVRC2012_val_00046350,n04599235,"(13, 12)","(487, 485)","wool, woolen, woollen"
ILSVRC2012_val_00046349,n01685808,"(0, 62)","(499, 271)","whiptail, whiptail lizard"
ILSVRC2012_val_00046348,n04409515,"(162, 47)","(426, 319)",tennis ball
ILSVRC2012_val_00046347,n07747607,"(0, 121)","(320, 374)",orange
ILSVRC2012_val_00046346,n01677366,"(1, 17)","(473, 435)","common iguana, iguana, Iguana iguana"
ILSVRC2012_val_00046345,n02417914,"(42, 38)","(416, 498)","ibex, Capra ibex"
ILSVRC2012_val_00046344,n01986214,"(95, 15)","(373, 285)",hermit crab
ILSVRC2012_val_00046343,n03201208,"(22, 27)","(499, 323)","dining table, board"
ILSVRC2012_val_00046342,n04505470,"(115, 316)","(276, 374)",typewriter keyboard
ILSVRC2012_val_00046341,n04509417,"(267, 212)","(312, 317)","unicycle, monocycle"
ILSVRC2012_val_00046340,n02114855,"(100, 12)","(169, 90)","coyote, prairie wolf, brush wolf, Canis latrans"
ILSVRC2012_val_00046339,n02978881,"(303, 0)","(499, 333)",cassette
ILSVRC2012_val_00046338,n02096051,"(53, 58)","(443, 374)","Airedale, Airedale terrier"
ILSVRC2012_val_00046337,n04462240,"(0, 81)","(144, 244)",toyshop
ILSVRC2012_val_00046336,n03899768,"(52, 230)","(272, 350)","patio, terrace"
ILSVRC2012_val_00046335,n04141076,"(63, 152)","(342, 487)","sax, saxophone"
ILSVRC2012_val_00046334,n04118538,"(295, 164)","(335, 205)",rugby ball
ILSVRC2012_val_00046333,n02027492,"(110, 122)","(360, 255)","red-backed sandpiper, dunlin, Erolia alpina"
ILSVRC2012_val_00046331,n03065424,"(16, 76)","(353, 435)","coil, spiral, volute, whorl, helix"
ILSVRC2012_val_00046330,n02514041,"(55, 249)","(357, 352)","barracouta, snoek"
ILSVRC2012_val_00046329,n02091244,"(29, 23)","(319, 319)","Ibizan hound, Ibizan Podenco"
ILSVRC2012_val_00046328,n03259280,"(25, 53)","(371, 309)",Dutch oven
ILSVRC2012_val_00046327,n04049303,"(166, 201)","(302, 374)",rain barrel
ILSVRC2012_val_00046326,n03344393,"(124, 97)","(400, 239)",fireboat
ILSVRC2012_val_00046323,n02025239,"(95, 145)","(330, 342)","ruddy turnstone, Arenaria interpres"
ILSVRC2012_val_00046322,n03825788,"(17, 9)","(222, 430)",nipple
ILSVRC2012_val_00046321,n02988304,"(0, 1)","(391, 234)",CD player
ILSVRC2012_val_00046320,n02669723,"(43, 179)","(419, 498)","academic gown, academic robe, judge's robe"
ILSVRC2012_val_00046319,n04515003,"(0, 66)","(264, 374)","upright, upright piano"
ILSVRC2012_val_00046318,n02115641,"(120, 82)","(326, 445)","dingo, warrigal, warragal, Canis dingo"
ILSVRC2012_val_00046317,n10565667,"(0, 93)","(391, 362)",scuba diver
ILSVRC2012_val_00046316,n01855032,"(128, 126)","(345, 270)","red-breasted merganser, Mergus serrator"
ILSVRC2012_val_00046315,n03259280,"(44, 26)","(434, 341)",Dutch oven
ILSVRC2012_val_00046314,n02168699,"(71, 0)","(360, 329)","long-horned beetle, longicorn, longicorn beetle"
ILSVRC2012_val_00046313,n04039381,"(197, 0)","(235, 58)","racket, racquet"
ILSVRC2012_val_00046312,n02500267,"(64, 64)","(334, 309)","indri, indris, Indri indri, Indri brevicaudatus"
ILSVRC2012_val_00046311,n01756291,"(75, 186)","(263, 482)","sidewinder, horned rattlesnake, Crotalus cerastes"
ILSVRC2012_val_00046310,n02105641,"(25, 102)","(311, 476)","Old English sheepdog, bobtail"
ILSVRC2012_val_00046309,n03930313,"(0, 188)","(499, 374)","picket fence, paling"
ILSVRC2012_val_00046308,n01608432,"(72, 46)","(391, 397)",kite
ILSVRC2012_val_00046307,n01828970,"(353, 117)","(397, 236)",bee eater
ILSVRC2012_val_00046306,n03085013,"(1, 180)","(499, 374)","computer keyboard, keypad"
ILSVRC2012_val_00046305,n03991062,"(99, 128)","(424, 374)","pot, flowerpot"
ILSVRC2012_val_00046304,n04429376,"(21, 5)","(288, 448)",throne
ILSVRC2012_val_00046302,n04515003,"(94, 29)","(527, 399)","upright, upright piano"
ILSVRC2012_val_00046301,n03697007,"(1, 2)","(499, 331)","lumbermill, sawmill"
ILSVRC2012_val_00046300,n03527444,"(73, 54)","(443, 302)",holster
ILSVRC2012_val_00046299,n01770393,"(92, 44)","(455, 339)",scorpion
ILSVRC2012_val_00046298,n09332890,"(0, 184)","(305, 374)","lakeside, lakeshore"
ILSVRC2012_val_00046297,n02127052,"(4, 6)","(142, 197)","lynx, catamount"
ILSVRC2012_val_00046296,n02093859,"(23, 0)","(496, 498)",Kerry blue terrier
ILSVRC2012_val_00046295,n02102040,"(47, 0)","(383, 323)","English springer, English springer spaniel"
ILSVRC2012_val_00046294,n04443257,"(0, 0)","(499, 374)","tobacco shop, tobacconist shop, tobacconist"
ILSVRC2012_val_00046293,n02879718,"(148, 94)","(368, 552)",bow
ILSVRC2012_val_00046292,n04152593,"(357, 24)","(429, 86)","screen, CRT screen"
ILSVRC2012_val_00046291,n02486410,"(129, 70)","(232, 176)",baboon
ILSVRC2012_val_00046290,n02097047,"(123, 104)","(395, 313)",miniature schnauzer
ILSVRC2012_val_00046289,n01631663,"(34, 142)","(444, 254)",eft
ILSVRC2012_val_00046288,n04525305,"(83, 48)","(290, 483)",vending machine
ILSVRC2012_val_00046287,n02105056,"(121, 17)","(389, 476)",groenendael
ILSVRC2012_val_00046286,n03690938,"(247, 25)","(420, 295)",lotion
ILSVRC2012_val_00046285,n01843065,"(52, 20)","(401, 480)",jacamar
ILSVRC2012_val_00046284,n03788365,"(18, 22)","(495, 441)",mosquito net
ILSVRC2012_val_00046282,n03903868,"(109, 122)","(254, 351)","pedestal, plinth, footstall"
ILSVRC2012_val_00046281,n03393912,"(33, 0)","(396, 405)",freight car
ILSVRC2012_val_00046280,n01580077,"(60, 156)","(323, 440)",jay
ILSVRC2012_val_00046279,n07875152,"(28, 271)","(343, 456)",potpie
ILSVRC2012_val_00046278,n04147183,"(24, 15)","(299, 232)",schooner
ILSVRC2012_val_00046277,n01687978,"(98, 50)","(380, 271)",agama
ILSVRC2012_val_00046276,n03271574,"(0, 0)","(499, 374)","electric fan, blower"
ILSVRC2012_val_00046275,n09472597,"(101, 232)","(312, 342)",volcano
ILSVRC2012_val_00046274,n01985128,"(210, 65)","(339, 291)","crayfish, crawfish, crawdad, crawdaddy"
ILSVRC2012_val_00046273,n02088632,"(196, 69)","(400, 308)",bluetick
ILSVRC2012_val_00046272,n04613696,"(18, 8)","(285, 184)",yurt
ILSVRC2012_val_00046269,n03662601,"(144, 94)","(351, 231)",lifeboat
ILSVRC2012_val_00046268,n04525038,"(23, 18)","(472, 468)",velvet
ILSVRC2012_val_00046267,n02165105,"(195, 114)","(467, 414)",tiger beetle
ILSVRC2012_val_00046265,n02672831,"(167, 367)","(207, 411)","accordion, piano accordion, squeeze box"
ILSVRC2012_val_00046264,n03841143,"(192, 83)","(256, 146)","odometer, hodometer, mileometer, milometer"
ILSVRC2012_val_00046263,n02966193,"(10, 112)","(373, 497)","carousel, carrousel, merry-go-round, roundabout, whirligig"
ILSVRC2012_val_00046262,n03982430,"(0, 223)","(499, 374)","pool table, billiard table, snooker table"
ILSVRC2012_val_00046261,n02950826,"(65, 96)","(440, 256)",cannon
ILSVRC2012_val_00046260,n01518878,"(8, 122)","(326, 498)","ostrich, Struthio camelus"
ILSVRC2012_val_00046259,n03791053,"(35, 119)","(286, 279)","motor scooter, scooter"
ILSVRC2012_val_00046258,n01687978,"(43, 163)","(359, 282)",agama
ILSVRC2012_val_00046257,n01728572,"(154, 103)","(499, 315)","thunder snake, worm snake, Carphophis amoenus"
ILSVRC2012_val_00046256,n07590611,"(37, 118)","(294, 369)","hot pot, hotpot"
ILSVRC2012_val_00046255,n03272562,"(163, 77)","(499, 254)",electric locomotive
ILSVRC2012_val_00046252,n01440764,"(67, 111)","(446, 339)","tench, Tinca tinca"
ILSVRC2012_val_00046251,n01824575,"(88, 109)","(272, 248)",coucal
ILSVRC2012_val_00046250,n04044716,"(84, 97)","(401, 398)","radio telescope, radio reflector"
ILSVRC2012_val_00046249,n03786901,"(108, 57)","(403, 337)",mortar
ILSVRC2012_val_00046248,n01944390,"(21, 104)","(475, 323)",snail
ILSVRC2012_val_00046247,n02107683,"(77, 0)","(373, 350)",Bernese mountain dog
ILSVRC2012_val_00046246,n02860847,"(404, 710)","(3117, 2441)","bobsled, bobsleigh, bob"
ILSVRC2012_val_00046245,n04548362,"(52, 88)","(456, 299)","wallet, billfold, notecase, pocketbook"
ILSVRC2012_val_00046244,n04486054,"(102, 196)","(265, 418)",triumphal arch
ILSVRC2012_val_00046242,n02917067,"(52, 147)","(280, 391)","bullet train, bullet"
ILSVRC2012_val_00046240,n03742115,"(3, 41)","(373, 498)","medicine chest, medicine cabinet"
ILSVRC2012_val_00046239,n01798484,"(31, 102)","(498, 442)","prairie chicken, prairie grouse, prairie fowl"
ILSVRC2012_val_00046238,n03877472,"(96, 175)","(283, 374)","pajama, pyjama, pj's, jammies"
ILSVRC2012_val_00046237,n02606052,"(122, 84)","(632, 427)","rock beauty, Holocanthus tricolor"
ILSVRC2012_val_00046236,n02988304,"(1, 100)","(379, 463)",CD player
ILSVRC2012_val_00046235,n07720875,"(120, 79)","(273, 228)",bell pepper
ILSVRC2012_val_00046234,n04592741,"(213, 177)","(439, 202)",wing
ILSVRC2012_val_00046233,n02514041,"(294, 137)","(377, 401)","barracouta, snoek"
ILSVRC2012_val_00046232,n03028079,"(7, 7)","(495, 373)","church, church building"
ILSVRC2012_val_00046230,n07730033,"(113, 44)","(372, 312)",cardoon
ILSVRC2012_val_00046229,n03290653,"(4, 98)","(212, 243)",entertainment center
ILSVRC2012_val_00046228,n04409515,"(205, 96)","(275, 168)",tennis ball
ILSVRC2012_val_00046227,n03908714,"(147, 90)","(358, 323)",pencil sharpener
ILSVRC2012_val_00046226,n02667093,"(1, 52)","(355, 498)",abaya
ILSVRC2012_val_00046225,n03803284,"(318, 138)","(392, 212)",muzzle
ILSVRC2012_val_00046224,n01749939,"(3, 87)","(345, 270)",green mamba
ILSVRC2012_val_00046223,n04049303,"(198, 96)","(285, 236)",rain barrel
ILSVRC2012_val_00046222,n03814906,"(7, 17)","(493, 401)",necklace
ILSVRC2012_val_00046221,n09246464,"(0, 3)","(496, 374)","cliff, drop, drop-off"
ILSVRC2012_val_00046220,n02099601,"(78, 23)","(336, 482)",golden retriever
ILSVRC2012_val_00046218,n02074367,"(5, 0)","(434, 460)","dugong, Dugong dugon"
ILSVRC2012_val_00046217,n04009552,"(28, 2)","(422, 334)",projector
ILSVRC2012_val_00046216,n03110669,"(0, 0)","(448, 332)","cornet, horn, trumpet, trump"
ILSVRC2012_val_00046215,n04311004,"(1, 56)","(373, 402)",steel arch bridge
ILSVRC2012_val_00046214,n02454379,"(147, 2)","(498, 342)",armadillo
ILSVRC2012_val_00046213,n07697537,"(167, 62)","(355, 312)","hotdog, hot dog, red hot"
ILSVRC2012_val_00046212,n02106382,"(270, 47)","(412, 354)","Bouvier des Flandres, Bouviers des Flandres"
ILSVRC2012_val_00046211,n01735189,"(88, 130)","(499, 374)","garter snake, grass snake"
ILSVRC2012_val_00046210,n02823750,"(69, 41)","(348, 371)",beer glass
ILSVRC2012_val_00046209,n03666591,"(156, 247)","(191, 331)","lighter, light, igniter, ignitor"
ILSVRC2012_val_00046208,n03623198,"(304, 27)","(569, 351)",knee pad
ILSVRC2012_val_00046205,n03372029,"(280, 145)","(376, 165)","flute, transverse flute"
ILSVRC2012_val_00046204,n03871628,"(30, 75)","(244, 288)",packet
ILSVRC2012_val_00046203,n07745940,"(218, 100)","(353, 237)",strawberry
ILSVRC2012_val_00046202,n03496892,"(100, 115)","(457, 249)","harvester, reaper"
ILSVRC2012_val_00046201,n04037443,"(50, 81)","(442, 273)","racer, race car, racing car"
ILSVRC2012_val_00046200,n03874293,"(0, 6)","(499, 379)","paddlewheel, paddle wheel"
ILSVRC2012_val_00046198,n04118776,"(170, 91)","(241, 385)","rule, ruler"
ILSVRC2012_val_00046197,n02110806,"(1, 31)","(456, 429)",basenji
ILSVRC2012_val_00046196,n03100240,"(85, 134)","(444, 247)",convertible
ILSVRC2012_val_00046195,n02895154,"(6, 23)","(373, 498)","breastplate, aegis, egis"
ILSVRC2012_val_00046194,n03958227,"(69, 7)","(400, 358)",plastic bag
ILSVRC2012_val_00046193,n01753488,"(0, 0)","(498, 332)","horned viper, cerastes, sand viper, horned asp, Cerastes cornutus"
ILSVRC2012_val_00046192,n03498962,"(354, 124)","(478, 299)",hatchet
ILSVRC2012_val_00046191,n03485794,"(29, 41)","(478, 374)","handkerchief, hankie, hanky, hankey"
ILSVRC2012_val_00046190,n07684084,"(1, 99)","(499, 244)",French loaf
ILSVRC2012_val_00046188,n04423845,"(117, 53)","(357, 304)",thimble
ILSVRC2012_val_00046187,n04070727,"(202, 92)","(320, 328)","refrigerator, icebox"
ILSVRC2012_val_00046186,n02328150,"(78, 2)","(405, 373)","Angora, Angora rabbit"
ILSVRC2012_val_00046185,n01675722,"(57, 102)","(335, 304)",banded gecko
ILSVRC2012_val_00046184,n02444819,"(126, 12)","(376, 794)",otter
ILSVRC2012_val_00046183,n07768694,"(123, 37)","(389, 337)",pomegranate
ILSVRC2012_val_00046182,n03259280,"(351, 152)","(499, 322)",Dutch oven
ILSVRC2012_val_00046180,n01984695,"(0, 53)","(408, 338)","spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
ILSVRC2012_val_00046179,n07932039,"(27, 0)","(216, 397)",eggnog
ILSVRC2012_val_00046178,n03425413,"(77, 1)","(413, 250)","gas pump, gasoline pump, petrol pump, island dispenser"
ILSVRC2012_val_00046173,n01560419,"(58, 91)","(405, 347)",bulbul
ILSVRC2012_val_00046172,n04325704,"(0, 0)","(373, 498)",stole
ILSVRC2012_val_00046171,n01484850,"(1, 88)","(469, 328)","great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias"
ILSVRC2012_val_00046170,n03938244,"(53, 13)","(445, 396)",pillow
ILSVRC2012_val_00046169,n02692877,"(186, 138)","(226, 174)","airship, dirigible"
ILSVRC2012_val_00046168,n07860988,"(53, 47)","(391, 355)",dough
ILSVRC2012_val_00046167,n04251144,"(100, 75)","(196, 253)",snorkel
ILSVRC2012_val_00046166,n04310018,"(3, 15)","(330, 481)",steam locomotive
ILSVRC2012_val_00046165,n02804610,"(200, 105)","(250, 312)",bassoon
ILSVRC2012_val_00046163,n03956157,"(123, 192)","(499, 374)",planetarium
ILSVRC2012_val_00046161,n04423845,"(67, 111)","(249, 307)",thimble
ILSVRC2012_val_00046160,n04380533,"(123, 65)","(322, 372)",table lamp
ILSVRC2012_val_00046159,n01491361,"(2, 1)","(332, 498)","tiger shark, Galeocerdo cuvieri"
ILSVRC2012_val_00046158,n02088632,"(133, 24)","(462, 374)",bluetick
ILSVRC2012_val_00046157,n02963159,"(0, 170)","(331, 476)",cardigan
ILSVRC2012_val_00046156,n04081281,"(247, 0)","(499, 374)","restaurant, eating house, eating place, eatery"
ILSVRC2012_val_00046155,n01882714,"(197, 155)","(308, 256)","koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus"
ILSVRC2012_val_00046154,n02091032,"(0, 58)","(291, 498)",Italian greyhound
ILSVRC2012_val_00046153,n02488291,"(16, 3)","(129, 87)",langur
ILSVRC2012_val_00046152,n03404251,"(23, 117)","(327, 565)",fur coat
ILSVRC2012_val_00046151,n02097209,"(43, 31)","(456, 320)",standard schnauzer
ILSVRC2012_val_00046149,n01667778,"(189, 152)","(499, 328)",terrapin
